,accessionNumber,filingDate,reportDate,acceptanceDateTime,act,form,fileNumber,filmNumber,items,size,isXBRL,isInlineXBRL,primaryDocument,primaryDocDescription
329,0001193125-19-288412,2019-11-08,,2019-11-08T16:32:13.000Z,33,424B2,333-228159,191204489,,439585,0,0,d804226d424b2.htm,424B2
330,0000320193-19-000121,2019-11-07,2019-11-05,2019-11-07T18:30:21.000Z,,4,,,,9100,0,0,xslF345X03/wf-form4_157316940649990.xml,FORM 4
331,0001193125-19-287351,2019-11-07,,2019-11-07T16:31:02.000Z,34,FWP,333-228159,191200817,,35641,0,0,d826022dfwp.htm,FREE WRITING PROSPECTUS
332,0001193125-19-286514,2019-11-07,,2019-11-07T06:10:18.000Z,33,424B2,333-228159,191197982,,433105,0,0,d804226d424b2.htm,424B2
333,0001193125-19-280516,2019-10-31,,2019-10-31T16:37:33.000Z,33,S-8 POS,333-165214,191184102,,74125,0,0,d800564ds8pos.htm,S-8 POS
334,0000320193-19-000119,2019-10-31,2019-09-28,2019-10-30T18:12:36.000Z,34,10-K,001-36743,191181423,,12861616,1,1,a10-k20199282019.htm,10-K
335,0000320193-19-000117,2019-10-30,2019-10-30,2019-10-30T16:30:40.000Z,34,8-K,001-36743,191180631,"2.02,9.01",576416,1,1,a8-kq420199282019.htm,8-K
336,0000320193-19-000113,2019-10-17,2019-10-15,2019-10-17T18:32:58.000Z,,4,,,,17602,0,0,xslF345X03/wf-form4_157135154697018.xml,FORM 4
337,0000320193-19-000112,2019-10-17,2019-10-15,2019-10-17T18:31:19.000Z,,4,,,,17292,0,0,xslF345X03/wf-form4_157135144806488.xml,FORM 4
338,0000320193-19-000109,2019-10-09,2019-10-07,2019-10-09T18:32:27.000Z,,4,,,,10747,0,0,xslF345X03/wf-form4_157066032478147.xml,FORM 4
339,0000320193-19-000107,2019-10-03,2019-10-01,2019-10-03T18:33:22.000Z,,4,,,,15104,0,0,xslF345X03/wf-form4_157014197957378.xml,FORM 4
340,0000320193-19-000106,2019-10-03,2019-10-01,2019-10-03T18:31:27.000Z,,4,,,,10566,0,0,xslF345X03/wf-form4_157014186524822.xml,FORM 4
341,0000320193-19-000103,2019-10-01,2019-09-29,2019-10-01T18:34:59.000Z,,4,,,,8034,0,0,xslF345X03/wf-form4_156996927774723.xml,FORM 4
342,0000320193-19-000102,2019-10-01,2019-09-29,2019-10-01T18:33:57.000Z,,4,,,,12298,0,0,xslF345X03/wf-form4_156996921603511.xml,FORM 4
343,0000320193-19-000101,2019-10-01,2019-09-29,2019-10-01T18:32:52.000Z,,4,,,,8036,0,0,xslF345X03/wf-form4_156996915065922.xml,FORM 4
344,0000320193-19-000100,2019-10-01,2019-09-29,2019-10-01T18:31:55.000Z,,4,,,,5671,0,0,xslF345X03/wf-form4_156996908478756.xml,FORM 4
345,0000320193-19-000099,2019-10-01,2019-09-29,2019-10-01T18:30:45.000Z,,4,,,,12312,0,0,xslF345X03/wf-form4_156996902282904.xml,FORM 4
346,0000320193-19-000093,2019-09-13,2019-09-10,2019-09-13T17:15:36.000Z,34,8-K,001-36743,191093220,5.02,295855,1,1,a8-kseptember201991019.htm,8-K
347,0001193125-19-242975,2019-09-11,2019-09-04,2019-09-11T16:21:21.000Z,34,8-K,001-36743,191088535,"8.01,9.01",777725,1,1,d777124d8k.htm,8-K
348,0001193125-19-238922,2019-09-05,,2019-09-05T16:52:17.000Z,33,424B2,333-228159,191077641,,390129,0,0,d751814d424b2.htm,424B2
349,0001193125-19-237993,2019-09-05,,2019-09-04T20:35:03.000Z,34,FWP,333-228159,191075999,,82464,0,0,d777130dfwp.htm,FREE WRITING PROSPECTUS
350,0001193125-19-237090,2019-09-04,,2019-09-04T07:50:30.000Z,33,424B2,333-228159,191073320,,375920,0,0,d751814d424b2.htm,424B2
351,0000320193-19-000090,2019-08-27,2019-08-24,2019-08-27T18:30:31.000Z,,4,,,,17062,0,0,xslF345X03/wf-form4_156694501621463.xml,FORM 4
352,0000320193-19-000088,2019-08-26,2019-08-22,2019-08-26T16:31:31.000Z,,4,,,,9564,0,0,xslF345X03/wf-form4_156685147551694.xml,FORM 4
353,0000320193-19-000086,2019-08-14,2019-08-12,2019-08-14T18:30:39.000Z,,4,,,,9100,0,0,xslF345X03/wf-form4_156582182214854.xml,FORM 4
354,0000320193-19-000082,2019-08-05,2019-08-02,2019-08-05T18:33:25.000Z,,4,,,,4547,0,0,xslF345X03/wf-form4_156504439014885.xml,FORM 4
355,0000320193-19-000081,2019-08-05,2019-08-01,2019-08-05T18:32:34.000Z,,4,,,,8554,0,0,xslF345X03/wf-form4_156504433855286.xml,FORM 4
356,0000320193-19-000080,2019-08-05,2019-08-01,2019-08-05T18:31:27.000Z,,4,,,,4881,0,0,xslF345X03/wf-form4_156504427145036.xml,FORM 4
357,0000320193-19-000076,2019-07-31,2019-06-29,2019-07-31T16:31:53.000Z,34,10-Q,001-36743,19989192,,10526242,1,1,a10-qq320196292019.htm,10-Q
358,0000320193-19-000073,2019-07-30,2019-07-30,2019-07-30T16:30:36.000Z,34,8-K,001-36743,19985848,"2.02,9.01",303265,0,0,a8-kq320196292019.htm,8-K
359,0000320193-19-000070,2019-05-07,2019-05-03,2019-05-07T18:30:52.000Z,,4,,,,9015,0,0,xslF345X03/wf-form4_155726823464315.xml,FORM 4
360,0000320193-19-000069,2019-05-06,2019-05-02,2019-05-06T18:30:58.000Z,,4,,,,12523,0,0,xslF345X03/wf-form4_155718184308434.xml,FORM 4
361,0000320193-19-000066,2019-05-01,2019-03-30,2019-05-01T16:32:00.000Z,34,10-Q,001-36743,19788072,,10459511,1,1,a10-qq220193302019.htm,10-Q
362,0000320193-19-000063,2019-04-30,2019-04-30,2019-04-30T16:30:16.000Z,34,8-K,001-36743,19782221,"2.02,9.01",289828,0,0,a8-kq220193302019.htm,8-K
363,0000320193-19-000060,2019-04-17,2019-04-15,2019-04-17T18:34:15.000Z,,4,,,,15592,0,0,xslF345X03/wf-form4_155554044049297.xml,FORM 4
364,0000320193-19-000059,2019-04-17,2019-04-15,2019-04-17T18:33:00.000Z,,4,,,,21750,0,0,xslF345X03/wf-form4_155554036612827.xml,FORM 4
365,0000320193-19-000058,2019-04-17,2019-02-05,2019-04-17T18:31:41.000Z,,3/A,,,,4038,0,0,xslF345X02/wf-form3a_155554028715520.xml,FORM 3/A
366,0000320193-19-000054,2019-04-09,2019-04-05,2019-04-09T18:30:48.000Z,,4,,,,5086,0,0,xslF345X03/wf-form4_155484903395532.xml,FORM 4
367,0000320193-19-000052,2019-04-03,2019-04-01,2019-04-03T18:31:49.000Z,,4,,,,17732,0,0,xslF345X03/wf-form4_155433069460529.xml,FORM 4
368,0000320193-19-000051,2019-04-03,2019-04-01,2019-04-03T18:30:46.000Z,,4,,,,17736,0,0,xslF345X03/wf-form4_155433063141322.xml,FORM 4
369,0001354457-19-000130,2019-03-14,,2019-03-14T16:46:44.000Z,34,CERT,001-36743,19681650,,154099,0,0,AAPL_Cert.pdf,
370,0001193125-19-074874,2019-03-14,,2019-03-14T16:39:32.000Z,34,25,001-36743,19681578,,13359,0,0,d719398d25.htm,25
371,0001193125-19-074868,2019-03-14,,2019-03-14T16:37:02.000Z,34,8-A12B,001-36743,19681549,,22061,0,0,d720211d8a12b.htm,8-A12B
372,0000320193-19-000046,2019-03-05,2019-03-01,2019-03-05T18:36:08.000Z,,4,,,,9867,0,0,xslF345X03/wf-form4_155182895326790.xml,FORM 4
373,0000320193-19-000045,2019-03-05,2019-03-01,2019-03-05T18:35:06.000Z,,4,,,,9875,0,0,xslF345X03/wf-form4_155182889283168.xml,FORM 4
374,0000320193-19-000044,2019-03-05,2019-03-01,2019-03-05T18:34:05.000Z,,4,,,,9907,0,0,xslF345X03/wf-form4_155182883124053.xml,FORM 4
375,0000320193-19-000043,2019-03-05,2019-03-01,2019-03-05T18:32:54.000Z,,4,,,,9854,0,0,xslF345X03/wf-form4_155182876082716.xml,FORM 4
376,0000320193-19-000042,2019-03-05,2019-03-01,2019-03-05T18:31:46.000Z,,4,,,,10115,0,0,xslF345X03/wf-form4_155182869211407.xml,FORM 4
377,0000320193-19-000041,2019-03-05,2019-03-01,2019-03-05T18:30:32.000Z,,4,,,,9872,0,0,xslF345X03/wf-form4_155182861814144.xml,FORM 4
378,0000320193-19-000040,2019-03-05,2019-03-01,2019-03-05T18:29:19.000Z,,4,,,,9872,0,0,xslF345X03/wf-form4_155182854534604.xml,FORM 4
379,0000320193-19-000032,2019-03-04,2019-03-01,2019-03-04T16:32:18.000Z,34,8-K,001-36743,19654221,5.07,66912,0,0,copyofreference8-kform8xkq.htm,8-K
380,0001193125-19-041571,2019-02-15,,2019-02-15T06:09:33.000Z,34,SD,001-36743,19609779,,585119,0,0,d694085dsd.htm,FORM SD
381,0001193125-19-041014,2019-02-14,,2019-02-14T16:42:33.000Z,34,SC 13G,005-33632,19607502,,702146,0,0,d667611dsc13g.htm,SC 13G
382,0000932471-19-004418,2019-02-11,,2019-02-11T09:11:45.000Z,34,SC 13G/A,005-33632,19582280,,34152,0,0,appleinc.htm,
383,0000320193-19-000030,2019-02-07,2019-02-05,2019-02-07T18:42:59.000Z,,4,,,,8008,0,0,xslF345X03/wf-form4_154958296589351.xml,FORM 4
384,0000320193-19-000029,2019-02-07,2019-02-05,2019-02-07T18:30:52.000Z,,3,,,,13068,0,0,xslF345X02/wf-form3_154958223758270.xml,FORM 3
385,0000320193-19-000026,2019-02-06,2019-02-05,2019-02-06T08:00:34.000Z,34,8-K,001-36743,19569878,5.02,29021,0,0,a8-kfebruary2019252019.htm,8-K
386,0000320193-19-000024,2019-02-05,2019-02-01,2019-02-05T18:41:02.000Z,,4,,,,9755,0,0,xslF345X03/wf-form4_154941004809567.xml,FORM 4
387,0000320193-19-000023,2019-02-05,2019-02-01,2019-02-05T18:40:01.000Z,,4,,,,6949,0,0,xslF345X03/wf-form4_154940998460508.xml,FORM 4
388,0000320193-19-000022,2019-02-05,2019-02-01,2019-02-05T18:38:57.000Z,,4,,,,9484,0,0,xslF345X03/wf-form4_154940992221908.xml,FORM 4
389,0000320193-19-000021,2019-02-05,2019-02-01,2019-02-05T18:37:45.000Z,,4,,,,6937,0,0,xslF345X03/wf-form4_154940984777970.xml,FORM 4
390,0000320193-19-000020,2019-02-05,2019-02-01,2019-02-05T18:36:38.000Z,,4,,,,7645,0,0,xslF345X03/wf-form4_154940978487594.xml,FORM 4
391,0000320193-19-000019,2019-02-05,2019-02-01,2019-02-05T18:35:33.000Z,,4,,,,6945,0,0,xslF345X03/wf-form4_154940971963917.xml,FORM 4
392,0000320193-19-000018,2019-02-05,2019-02-01,2019-02-05T18:34:27.000Z,,4,,,,6950,0,0,xslF345X03/wf-form4_154940965388838.xml,FORM 4
393,0001214659-19-000797,2019-02-05,,2019-02-05T09:30:16.000Z,34,PX14A6G,001-36743,19566496,,10325,0,0,j24190px14a6g.htm,
394,0000215457-19-003343,2019-02-04,,2019-02-04T10:09:33.000Z,34,SC 13G/A,005-33632,19562213,,13640,0,0,us0378331005_020419.txt,
395,0000320193-19-000010,2019-01-30,2018-12-29,2019-01-30T16:31:37.000Z,34,10-Q,001-36743,19552275,,8176346,1,0,a10-qq1201912292018.htm,10-Q
396,0000320193-19-000007,2019-01-29,2019-01-29,2019-01-29T16:30:18.000Z,34,8-K,001-36743,19549017,"2.02,9.01",228420,0,0,a8-kq1201912292018.htm,8-K
397,0000320193-19-000004,2019-01-28,2019-01-24,2019-01-28T18:31:04.000Z,,4,,,,6474,0,0,xslF345X03/wf-form4_154871824787707.xml,FORM 4
398,0001193125-19-004678,2019-01-08,,2019-01-08T16:42:05.000Z,34,DEFA14A,001-36743,19516394,,470916,0,0,d668059ddefa14a.htm,DEFINITIVE ADDITIONAL MATERIALS
399,0001193125-19-004664,2019-01-08,2019-03-01,2019-01-08T16:37:40.000Z,34,DEF 14A,001-36743,19516351,,5440318,0,0,d667873ddef14a.htm,DEFINITIVE PROXY STATEMENT
400,0000320193-19-000002,2019-01-02,2019-01-02,2019-01-02T16:30:03.000Z,34,8-K,001-36743,19502044,"2.02,9.01",66912,0,0,a8-kjanuary2019122019.htm,8-K
401,0000320193-18-000149,2018-11-21,2018-11-19,2018-11-21T18:31:38.000Z,,4,,,,4714,0,0,xslF345X03/wf-form4_154284308216532.xml,FORM 4
402,0000320193-18-000147,2018-11-15,2018-11-13,2018-11-15T18:31:11.000Z,,4,,,,9031,0,0,xslF345X03/wf-form4_154232465480280.xml,FORM 4
403,0001193125-18-317844,2018-11-05,,2018-11-05T08:18:12.000Z,33,S-3ASR,333-228159,181158810,,768058,0,0,d644900ds3asr.htm,S-3ASR
404,0000320193-18-000145,2018-11-05,2018-09-29,2018-11-05T08:01:40.000Z,34,10-K,001-36743,181158788,,12275572,1,0,a10-k20189292018.htm,10-K
405,0000320193-18-000142,2018-11-01,2018-11-01,2018-11-01T16:30:21.000Z,34,8-K,001-36743,181154184,"2.02,9.01",406936,0,0,a8-kq420189292018.htm,8-K
406,0000320193-18-000139,2018-10-17,2018-10-15,2018-10-17T18:30:30.000Z,,4,,,,15600,0,0,xslF345X03/wf-form4_153981541459967.xml,FORM 4
407,0000320193-18-000137,2018-10-05,2018-10-03,2018-10-05T18:33:19.000Z,,4,,,,6946,0,0,xslF345X03/wf-form4_153877878310747.xml,FORM 4
408,0000320193-18-000136,2018-10-05,2018-10-04,2018-10-05T18:32:17.000Z,,4,,,,12537,0,0,xslF345X03/wf-form4_153877872133212.xml,FORM 4
409,0000320193-18-000135,2018-10-05,2018-10-03,2018-10-05T18:31:16.000Z,,4,,,,7901,0,0,xslF345X03/wf-form4_153877866095942.xml,FORM 4
410,0000320193-18-000131,2018-10-03,2018-10-01,2018-10-03T18:34:07.000Z,,4,,,,10516,0,0,xslF345X03/wf-form4_153860603163051.xml,FORM 4
411,0000320193-18-000130,2018-10-03,2018-10-01,2018-10-03T18:33:07.000Z,,4,,,,10550,0,0,xslF345X03/wf-form4_153860597104703.xml,FORM 4
412,0000320193-18-000129,2018-10-03,2018-10-01,2018-10-03T18:31:57.000Z,,4,,,,10561,0,0,xslF345X03/wf-form4_153860589217680.xml,FORM 4
413,0000320193-18-000125,2018-10-02,2018-09-30,2018-10-02T18:36:35.000Z,,4,,,,7897,0,0,xslF345X03/wf-form4_153851977931242.xml,FORM 4
414,0000320193-18-000124,2018-10-02,2018-09-30,2018-10-02T18:35:45.000Z,,4,,,,8005,0,0,xslF345X03/wf-form4_153851972725526.xml,FORM 4
415,0000320193-18-000123,2018-10-02,2018-09-30,2018-10-02T18:34:41.000Z,,4,,,,5583,0,0,xslF345X03/wf-form4_153851966439459.xml,FORM 4
416,0000320193-18-000122,2018-10-02,2018-09-30,2018-10-02T18:33:45.000Z,,4,,,,8016,0,0,xslF345X03/wf-form4_153851960893694.xml,FORM 4
417,0000320193-18-000121,2018-10-02,2018-09-30,2018-10-02T18:32:49.000Z,,4,,,,8042,0,0,xslF345X03/wf-form4_153851955377044.xml,FORM 4
418,0000320193-18-000115,2018-08-28,2018-08-24,2018-08-28T18:31:28.000Z,,4,,,,16927,0,0,xslF345X03/wf-form4_153549547286956.xml,FORM 4
419,0001193125-18-256354,2018-08-23,,2018-08-23T16:41:25.000Z,33,S-8,333-226986,181035159,,169734,0,0,d609898ds8.htm,S-8
420,0000320193-18-000113,2018-08-21,2018-08-21,2018-08-21T19:01:37.000Z,,4,,,,5228,0,0,xslF345X03/wf-form4_153489248141557.xml,FORM 4
421,0000320193-18-000112,2018-08-21,2018-08-17,2018-08-21T18:59:34.000Z,,4,,,,9920,0,0,xslF345X03/wf-form4_153489235873857.xml,FORM 4
422,0000320193-18-000109,2018-08-17,2018-08-15,2018-08-17T18:30:45.000Z,,4,,,,8969,0,0,xslF345X03/wf-form4_153454502801733.xml,FORM 4
423,0000320193-18-000107,2018-08-10,2018-08-09,2018-08-10T18:33:27.000Z,,4,,,,5519,0,0,xslF345X03/wf-form4_153394039211365.xml,FORM 4
424,0000320193-18-000106,2018-08-10,2018-08-08,2018-08-10T18:31:41.000Z,,4,,,,10205,0,0,xslF345X03/wf-form4_153394028523209.xml,FORM 4
425,0000320193-18-000103,2018-08-06,2018-08-02,2018-08-06T18:30:34.000Z,,4,,,,14229,0,0,xslF345X03/wf-form4_153359461891019.xml,FORM 4
426,0000320193-18-000100,2018-08-01,2018-06-30,2018-08-01T16:31:48.000Z,34,10-Q,001-36743,18985212,,9373238,1,0,a10-qq320186302018.htm,10-Q
427,0000320193-18-000098,2018-07-31,2018-07-31,2018-07-31T16:30:20.000Z,34,8-K,001-36743,18981493,"2.02,9.01",401168,0,0,a8-kq320186302018.htm,8-K
428,0000320193-18-000095,2018-07-11,2018-07-09,2018-07-11T18:31:20.000Z,,4,,,,6944,0,0,xslF345X03/wf-form4_153134826427557.xml,FORM 4
429,0000320193-18-000092,2018-06-18,2018-06-14,2018-06-18T18:30:31.000Z,,4,,,,10106,0,0,xslF345X03/wf-form4_152936101490685.xml,FORM 4
430,0000320193-18-000090,2018-06-12,2018-06-08,2018-06-12T18:30:36.000Z,,4,,,,8345,0,0,xslF345X03/wf-form4_152884262050898.xml,FORM 4
431,0000320193-18-000088,2018-06-04,2018-05-31,2018-06-04T18:31:19.000Z,,4,,,,8344,0,0,xslF345X03/wf-form4_152815141411532.xml,FORM 4
432,0000320193-18-000086,2018-05-31,2018-05-29,2018-05-31T18:31:59.000Z,,4,,,,8500,0,0,xslF345X03/wf-form4_152780585957689.xml,FORM 4
433,0000320193-18-000084,2018-05-25,2018-05-23,2018-05-25T18:31:15.000Z,,4,,,,7656,0,0,xslF345X03/wf-form4_152728745985789.xml,FORM 4
434,0000320193-18-000082,2018-05-21,2018-05-17,2018-05-21T18:30:50.000Z,,4,,,,8841,0,0,xslF345X03/wf-form4_152694183324049.xml,FORM 4
435,0000320193-18-000080,2018-05-18,2018-05-16,2018-05-18T18:30:58.000Z,,4,,,,4519,0,0,xslF345X03/wf-form4_152668264478876.xml,FORM 4
436,0000320193-18-000078,2018-05-15,2018-05-13,2018-05-15T18:30:43.000Z,,4,,,,8720,0,0,xslF345X03/wf-form4_152642343017017.xml,FORM 4
437,0000320193-18-000076,2018-05-11,2018-05-09,2018-05-11T18:32:43.000Z,,4,,,,9017,0,0,xslF345X03/wf-form4_152607794990188.xml,FORM 4
438,0000320193-18-000074,2018-05-10,2018-05-08,2018-05-10T18:31:35.000Z,,4,,,,8799,0,0,xslF345X03/wf-form4_152599148061399.xml,FORM 4
439,0001193125-18-154948,2018-05-08,2018-04-30,2018-05-07T21:31:32.000Z,34,8-K/A,001-36743,18812776,8.01,15610,0,0,d563832d8ka.htm,AMENDMENT NO. 1 TO FORM 8-K
440,0000320193-18-000072,2018-05-07,2018-05-03,2018-05-07T18:31:25.000Z,,4,,,,7509,0,0,xslF345X03/wf-form4_152573222606599.xml,FORM 4
441,0001193125-18-154515,2018-05-07,2018-04-30,2018-05-07T16:30:56.000Z,34,8-K,001-36743,18811649,"8.01,9.01",113486,0,0,d563832d8k.htm,FORM 8-K
442,0000320193-18-000070,2018-05-02,2018-03-31,2018-05-02T16:32:12.000Z,34,10-Q,001-36743,18800115,,9743668,1,0,a10-qq220183312018.htm,10-Q
443,0000320193-18-000067,2018-05-01,2018-05-01,2018-05-01T16:30:17.000Z,34,8-K,001-36743,18795935,"2.02,9.01",401862,0,0,a8-kq220183312018.htm,8-K
444,0000320193-18-000064,2018-04-17,2018-04-15,2018-04-17T18:31:41.000Z,,4,,,,18201,0,0,xslF345X03/wf-form4_152400428847158.xml,FORM 4
445,0000320193-18-000063,2018-04-17,2018-04-15,2018-04-17T18:30:45.000Z,,4,,,,15670,0,0,xslF345X03/wf-form4_152400423176100.xml,FORM 4
446,0000320193-18-000060,2018-04-16,2018-04-12,2018-04-16T18:31:20.000Z,,4,,,,6944,0,0,xslF345X03/wf-form4_152391784210514.xml,FORM 4
447,0000320193-18-000058,2018-04-06,2018-04-04,2018-04-06T18:30:59.000Z,,4,,,,14381,0,0,xslF345X03/wf-form4_152305384529017.xml,FORM 4
448,0000320193-18-000057,2018-04-05,2018-04-03,2018-04-05T18:31:26.000Z,,4,,,,9565,0,0,xslF345X03/wf-form4_152296745064089.xml,FORM 4
449,0000320193-18-000054,2018-04-03,2018-04-01,2018-04-03T18:36:05.000Z,,4,,,,13407,0,0,xslF345X03/wf-form4_152279495069184.xml,FORM 4
450,0000320193-18-000053,2018-04-03,2018-04-01,2018-04-03T18:35:24.000Z,,4,,,,16662,0,0,xslF345X03/wf-form4_152279488511967.xml,FORM 4
451,0000320193-18-000052,2018-04-03,2018-04-01,2018-04-03T18:34:09.000Z,,4,,,,13258,0,0,xslF345X03/wf-form4_152279483540589.xml,FORM 4
452,0000320193-18-000051,2018-04-03,2018-04-01,2018-04-03T18:33:25.000Z,,4,,,,11366,0,0,xslF345X03/wf-form4_152279479066592.xml,FORM 4
453,0000320193-18-000050,2018-04-03,2018-04-01,2018-04-03T18:32:35.000Z,,4,,,,11013,0,0,xslF345X03/wf-form4_152279471770222.xml,FORM 4
454,0000320193-18-000049,2018-04-03,2018-04-01,2018-04-03T18:31:31.000Z,,4,,,,16857,0,0,xslF345X03/wf-form4_152279465769401.xml,FORM 4
455,0000320193-18-000048,2018-04-03,2018-04-01,2018-04-03T18:30:22.000Z,,4,,,,11020,0,0,xslF345X03/wf-form4_152279460818145.xml,FORM 4
456,0001193125-18-073716,2018-03-07,,2018-03-07T17:26:18.000Z,34,SD,001-36743,18674202,,876890,0,0,d538673dsd.htm,FORM SD
457,0000320193-18-000040,2018-02-20,2018-02-15,2018-02-20T18:30:24.000Z,,4,,,,9042,0,0,xslF345X03/wf-form4_151916941098122.xml,FORM 4
458,0000320193-18-000037,2018-02-15,2018-02-13,2018-02-15T18:36:24.000Z,,4,,,,5634,0,0,xslF345X03/wf-form4_151873776941650.xml,FORM 4
459,0000320193-18-000036,2018-02-15,2018-02-13,2018-02-15T18:35:34.000Z,,4,,,,5637,0,0,xslF345X03/wf-form4_151873771953304.xml,FORM 4
460,0000320193-18-000035,2018-02-15,2018-02-13,2018-02-15T18:34:43.000Z,,4,,,,5660,0,0,xslF345X03/wf-form4_151873766872367.xml,FORM 4
461,0000320193-18-000034,2018-02-15,2018-02-13,2018-02-15T18:33:45.000Z,,4,,,,5646,0,0,xslF345X03/wf-form4_151873761103884.xml,FORM 4
462,0000320193-18-000033,2018-02-15,2018-02-13,2018-02-15T18:32:44.000Z,,4,,,,5646,0,0,xslF345X03/wf-form4_151873755044531.xml,FORM 4
463,0000320193-18-000032,2018-02-15,2018-02-13,2018-02-15T18:31:37.000Z,,4,,,,5633,0,0,xslF345X03/wf-form4_151873748320537.xml,FORM 4
464,0000320193-18-000031,2018-02-15,2018-02-13,2018-02-15T18:30:36.000Z,,4,,,,5643,0,0,xslF345X03/wf-form4_151873742057861.xml,FORM 4
465,0001193125-18-045761,2018-02-14,2018-02-13,2018-02-14T16:54:21.000Z,34,8-K,001-36743,18613111,"5.07,9.01",115640,0,0,d374908d8k.htm,FORM 8-K
466,0000932471-18-004625,2018-02-12,,2018-02-12T09:44:18.000Z,34,SC 13G/A,005-33632,18594295,,45210,0,0,appleinc.htm,
467,0000320193-18-000023,2018-02-08,2018-02-06,2018-02-08T18:30:44.000Z,,4,,,,6469,0,0,xslF345X03/wf-form4_151813262859954.xml,FORM 4
468,0000320193-18-000021,2018-02-05,2018-02-01,2018-02-05T18:36:48.000Z,,4,,,,9712,0,0,xslF345X03/wf-form4_151787379347066.xml,FORM 4
469,0000320193-18-000020,2018-02-05,2018-02-01,2018-02-05T18:36:04.000Z,,4,,,,6906,0,0,xslF345X03/wf-form4_151787375000361.xml,FORM 4
470,0000320193-18-000019,2018-02-05,2018-02-01,2018-02-05T18:35:03.000Z,,4,,,,9084,0,0,xslF345X03/wf-form4_151787368848629.xml,FORM 4
471,0000320193-18-000018,2018-02-05,2018-02-01,2018-02-05T18:34:07.000Z,,4,,,,6915,0,0,xslF345X03/wf-form4_151787363289356.xml,FORM 4
472,0000320193-18-000017,2018-02-05,2018-02-01,2018-02-05T18:32:49.000Z,,4,,,,7602,0,0,xslF345X03/wf-form4_151787355536092.xml,FORM 4
473,0000320193-18-000016,2018-02-05,2018-02-01,2018-02-05T18:32:08.000Z,,4,,,,6901,0,0,xslF345X03/wf-form4_151787350514336.xml,FORM 4
474,0000320193-18-000015,2018-02-05,2018-02-01,2018-02-05T18:30:53.000Z,,4,,,,6911,0,0,xslF345X03/wf-form4_151787343921146.xml,FORM 4
475,0000320193-18-000007,2018-02-02,2017-12-30,2018-02-02T08:01:26.000Z,34,10-Q,001-36743,18568703,,8606471,1,0,a10-qq1201812302017.htm,10-Q
476,0000320193-18-000005,2018-02-01,2018-02-01,2018-02-01T16:30:17.000Z,34,8-K,001-36743,18567220,"2.02,9.01",363574,0,0,a8-kq1201812302017.htm,8-K
477,0000215457-18-003762,2018-01-29,,2018-01-29T16:35:38.000Z,34,SC 13G/A,005-33632,18555984,,13633,0,0,us0378331005_012918.txt,
478,0000320193-18-000002,2018-01-09,2018-01-05,2018-01-09T18:30:38.000Z,,4,,,,6943,0,0,xslF345X03/wf-form4_151554062441822.xml,FORM 4
479,0001193125-17-380132,2017-12-27,,2017-12-27T16:32:56.000Z,34,DEFA14A,001-36743,171276414,,408416,0,0,d396272ddefa14a.htm,DEFINITIVE ADDITIONAL MATERIALS
480,0001193125-17-380130,2017-12-27,2018-02-13,2017-12-27T16:31:05.000Z,34,DEF 14A,001-36743,171276400,,5449826,0,0,d400278ddef14a.htm,DEFINITIVE PROXY STATEMENT
481,0000320193-17-000087,2017-12-11,2017-12-07,2017-12-11T18:31:01.000Z,,4,,,,6947,0,0,xslF345X03/wf-form4_151303504615549.xml,FORM 4
482,0000320193-17-000085,2017-12-04,2017-11-30,2017-12-04T18:32:54.000Z,,4,,,,6941,0,0,xslF345X03/wf-form4_151243036024161.xml,FORM 4
483,0000320193-17-000083,2017-11-27,2017-11-22,2017-11-27T18:30:46.000Z,,4,,,,8554,0,0,xslF345X03/wf-form4_151182543114594.xml,FORM 4
484,0000320193-17-000081,2017-11-16,2017-11-14,2017-11-16T18:31:35.000Z,,4,,,,6946,0,0,xslF345X03/wf-form4_151087508159949.xml,FORM 4
485,0000320193-17-000079,2017-11-15,2017-11-13,2017-11-15T18:33:37.000Z,,4,,,,3447,0,0,xslF345X03/wf-form4_151078880413808.xml,FORM 4
486,0000320193-17-000078,2017-11-15,2017-11-13,2017-11-15T18:32:36.000Z,,4,,,,7979,0,0,xslF345X03/wf-form4_151078874247280.xml,FORM 4
487,0000320193-17-000077,2017-11-15,2017-11-13,2017-11-15T18:31:19.000Z,,3,,,,7095,0,0,xslF345X02/wf-form3_151078866524134.xml,FORM 3
488,0001193125-17-341015,2017-11-13,2017-11-06,2017-11-13T16:44:57.000Z,34,8-K,001-36743,171196609,"8.01,9.01",521659,0,0,d478060d8k.htm,FORM 8-K
489,0001193125-17-335805,2017-11-07,,2017-11-07T16:37:57.000Z,33,424B2,333-210983,171183888,,430424,0,0,d475365d424b2.htm,FILED PURSUANT TO RULE 424(B)(2)
490,0001193125-17-334724,2017-11-07,,2017-11-06T20:56:32.000Z,34,FWP,333-210983,171180891,,57514,0,0,d480547dfwp.htm,FREE WRITING PROSPECTUS
491,0001193125-17-333582,2017-11-06,,2017-11-06T07:42:25.000Z,33,424B2,333-210983,171178253,,411155,0,0,d475365d424b2.htm,FILED PURSUANT TO RULE 424(B)(2)
492,0000320193-17-000070,2017-11-03,2017-09-30,2017-11-03T08:01:37.000Z,34,10-K,001-36743,171174673,,14071062,1,0,a10-k20179302017.htm,10-K
