Ticker,Name,Market Cap,Sector,Business Summary,Industry,Shares Outstanding,Institution Ownership,Current Price,52-Week High,52-Week Low,Enterprise Value,Beta,Weekly Price Change %,Monthly Price Change %,Quarterly Price Change %,Half-Yearly Price Change %,Yearly Price Change %,YTD Price Change %,2019 Revenues,2020 Revenues,2021 Revenues,2022 Revenues,2023 Revenues,2024 Revenues,2025 Revenues,2019 Net Income,2020 Net Income,2021 Net Income,2022 Net Income,2023 Net Income,2024 Net Income,2025 Net Income,2019 EBITDA,2020 EBITDA,2021 EBITDA,2022 EBITDA,2023 EBITDA,2024 EBITDA,2025 EBITDA,2019 EBIT,2020 EBIT,2021 EBIT,2022 EBIT,2023 EBIT,2024 EBIT,2025 EBIT,Currency,Unit
SPRC,SciSparc Ltd.,3271440.0,Healthcare,"SciSparc Ltd., a clinical-stage pharmaceutical company, develops drugs based on cannabinoid therapies. Its drug development programs include SCI-110 for the treatment of Tourette syndrome and Alzheimer's disease and agitation; SCI-160 for the treatment of pain; SCI-210 for the treatment of autism spectrum disorder and status epilepticus; and CannAmide, an anti-inflammatory and chronic pain solution. The company has an agreement with Procaps to develop and commercially manufacture SCI-110 and CannAmide, a palmitoylethanolamide oral tablet in softgel capsule form. It also has an agreement with The Israeli Medical Center for Alzheimer's to conduct a phase IIa clinical trial to evaluate the safety, tolerability, and efficacy of SCI-110 in patients with Alzheimer's disease and agitation; and a collaboration with Clearmind Medicine Inc. The company was formerly known as Therapix Biosciences Ltd. and changed its name to SciSparc Ltd. in January 2021. SciSparc Ltd. was incorporated in 2004 and is headquartered in Tel Aviv-Yafo, Israel.",Biotechnology,2703670.0,0.02424,1.21,23.66,1.15,102890.0,1.257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.347,2.879,0.0,0.0,-4.794,-3.482,-5.789,-2.592,-5.122,0.0,0.0,-3.986,-2.387,-5.755,-8.1,-5.282,0.0,0.0,-4.108,-2.551,-5.768,-8.287,-5.773,0.0,0.0,USD,Million
AAME,Atlantic American Corporation,39172380.0,Financial Services,"Atlantic American Corporation, through its subsidiaries, provides life and health, and property and casualty insurance products in the United States. It operates through American Southern and Bankers Fidelity segments. The company offers property and casualty insurance products, including commercial automobile insurance coverage for state governments, local municipalities, and other motor pools and fleets; general liability; and inland marine insurance products. It also provides surety bond coverage for subdivision construction; school bus contracts; and performance and payment bonds. In addition, the company offers individual and group whole life insurance products; Medicare supplement insurance products; and other accident and health insurance products comprising various individual and group policies for the payment of standard benefits for the treatment of diagnosed cancer and other critical illnesses, as well as various other products, such as short-term nursing facility care, accident only, hospital indemnity, and disability coverages. It markets its products through independent agents and brokers. The company was founded in 1937 and is based in Atlanta, Georgia. Atlantic American Corporation is a subsidiary of Atlantic American / Delta Group.",Insurance - Life,20402300.0,0.05582,1.91,3.0,1.49,50276372.0,0.334,-2.55,-31.29,-27.38,4.95,-22.98,-22.04,7580.0,8042.0,9357.0,10711.0,11144.0,11203.0,10957.0,1888.0,1691.0,2568.0,1766.0,1483.0,3365.0,3393.0,4744.0,5156.0,5983.0,6644.0,7087.0,7085.0,7219.0,2688.0,2888.0,3132.0,2352.0,3025.0,4906.0,5131.0,USD,Million
STX,Seagate Technology Holdings plc,18250504192.0,Technology,"Seagate Technology Holdings plc provides data storage technology and solutions in Singapore, the United States, the Netherlands, and internationally. It provides mass capacity storage products, including enterprise nearline hard disk drives (HDDs), enterprise nearline solid state drives (SSDs), enterprise nearline systems, video and image HDDs, and network-attached storage drives. The company also offers legacy applications comprising Mission Critical HDDs and SSDs; external storage solutions under the Seagate Ultra Touch, One Touch, and Expansion product lines, as well as under the LaCie brand name; desktop drives; notebook drives, DVR HDDs, and gaming SSDs. In addition, it provides Lyve edge-to-cloud mass capacity platform. The company sells its products primarily to OEMs, distributors, and retailers. Seagate Technology Holdings plc was founded in 1978 and is based in Dublin, Ireland.",Computer Hardware,209511008.0,0.93375,87.11,101.26,54.47,23169099776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55409.0,50366.0,49552.0,51727.0,66058.0,64796.0,63683.0,5969.0,3898.0,12607.0,14822.0,22432.0,24995.0,20948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22614.0,18907.0,14932.0,18397.0,33988.0,32850.0,30725.0,USD,Million
MNOV,"MediciNova, Inc.",66702856.0,Healthcare,"MediciNova, Inc., a biopharmaceutical company, focuses on developing novel and small molecule therapeutics for the treatment of serious diseases with unmet medical needs in the United States. It is developing MN-166 (ibudilast), an oral anti-inflammatory and neuroprotective agent for treating neurological and other disorders, such as primary and secondary progressive multiple sclerosis, amyotrophic lateral sclerosis, chemotherapy-induced peripheral neuropathy, degenerative cervical myelopathy, glioblastoma, and substance dependence and addiction, as well as prevention of acute respiratory distress syndrome, and long COVID. The company's product pipeline also includes MN-221 (bedoradrine), a selective beta-2-adrenergic receptor agonist for the treatment of acute exacerbations of asthma; MN-001 (tipelukast), an orally bioavailable small molecule compound to treat fibrotic and other diseases, including nonalcoholic fatty liver disease and idiopathic pulmonary fibrosis; and MN-029 (denibulin), a tubulin binding agent for treating solid tumor cancers. It has license agreements with Kyorin Pharmaceutical Co., Ltd; Angiogene Pharmaceuticals, Ltd.; and Meiji Seika Kaisha, Ltd. The company was incorporated in 2000 and is headquartered in La Jolla, California.",Biotechnology,49046200.0,0.21136,1.355,2.66,1.26,16084807.0,0.687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.038,0.0,1.0,0.0,0.0,-12.94,-13.85,-10.13,-14.07,-8.572,-11.3,-11.7,0.0,-14.16,0.0,0.0,0.0,0.0,0.0,-14.03,-14.18,-10.22,-14.63,-9.9,-11.3,-11.7,USD,Million
WPRT,Westport Fuel Systems Inc.,100814928.0,Consumer Cyclical,"Westport Fuel Systems Inc. engages in the engineering, manufacturing, and supplying alternative fuel systems and components for use in transportation applications in Europe, Asia, North America, South America, and internationally. The company operates through two segments, Original Equipment Manufacturers and Independent Aftermarket. It offers alternative fuel systems and components, such as liquefied petroleum gas (LPG), compressed natural gas (CNG), liquefied natural gas (LNG), renewable natural gas or biomethane, and hydrogen; and pressure regulators, injectors, electronic control units, valves and filters, complete bi-fuel, mono-fuel and dual-fuel LPG and natural gas conversion kits and high-pressure hydrogen components. The company provides Westport's LNG high pressure direct injection 2.0 fuel system and bi-fuel products; offers turnkey solutions covering all process phases, including prototyping, development, calibration, validation, homologation, vehicle conversion and logistic services, as well as systems for diesel-powered vehicles; and supplies hydrogen fuel system components for light, medium, and heavy-duty applications. It offers its products under the AFS, BRC, Emer, GFI, HPDI, Stako, Prins, Zavoli, OMVL, TA Gas Technology, Vialle, and Valtek brands. The company was formerly known as Westport Innovations Inc. and changed its name to Westport Fuel Systems Inc. in June 2016. Westport Fuel Systems Inc. was incorporated in 1995 and is headquartered in Vancouver, Canada.",Auto Parts,17223200.0,0.12895,5.62,12.0,4.9,124872128.0,2.968,-1.66,-22.38,0.0,8.29,-28.85,-15.11,20109.0,20862.0,21310.0,23256.0,25284.0,28098.0,30173.0,1476.0,1299.0,1758.0,1591.0,1857.0,1938.0,2146.0,2777.0,2807.0,2925.0,3246.0,3469.0,3728.0,4057.0,2117.0,2132.0,2205.0,2479.0,2682.0,3027.0,3329.0,GBP,Million
LSCC,Lattice Semiconductor Corporation,9845113856.0,Technology,"Lattice Semiconductor Corporation, together with its subsidiaries, develops and sells semiconductor products in Asia, Europe, and the Americas. The company offers field programmable gate arrays that consist of four product families, including the Lattice Certus and ECP, Mach, iCE, and CrossLink. It also provides video connectivity application specific standard products. In addition, the company licenses its technology portfolio through standard IP and IP core licensing, patent monetization, and IP services. It sells its products directly to customers, and indirectly through a network of independent manufacturers' representatives and independent distributors. The company primarily serves original equipment manufacturers in the communications and computing, consumer, and industrial, and automotive markets. Lattice Semiconductor Corporation was incorporated in 1983 and is headquartered in Hillsboro, Oregon.",Semiconductors,137540000.0,1.1024,71.58,98.3,51.96,9733862400.0,1.379,1.94,-8.92,3.98,0.21,-20.88,3.75,125843.0,143015.0,168088.0,198270.0,211915.0,244329.0,279241.0,39240.0,44281.0,61271.0,72738.0,72361.0,86781.0,99162.0,54641.0,65755.0,81602.0,97843.0,103555.0,125596.0,145313.0,42959.0,52959.0,69916.0,83383.0,89694.0,106819.0,122154.0,USD,Million
ACIU,AC Immune SA,234390368.0,Healthcare,"AC Immune SA, a clinical stage biopharmaceutical company, discovers, designs, and develops medicines and diagnostic products for the prevention and treatment of neurodegenerative diseases associated with protein misfolding. The company's SupraAntigen and Morphomer platforms are designed to generate biologics and small molecules, which selectively interact with misfolded proteins that are common in a range of neurodegenerative diseases. It is developing Crenezumab, a humanized, conformation-specific monoclonal antibody used to slow Alzheimer's disease (AD) progression; and Semorinemab, an investigational monoclonal anti-Tau antibody that targets the N-terminal portion of the Tau protein and is designed to bind to Tau and slow its spread between neurons for the treatment of AD. The company is also developing ACI-24.060 for the treatment of down syndrome-related AD; ACI-7104.056, to treat Parkinson's disease; and ACI-35.030, designs to stimulate a patient's immune system to produce antibodies against pathological phosphorylated Tau. In addition, it is developing diagnostic programs, consisting of PI-2620, a Tau diagnostic for AD, as well as non-AD Tauopathies; and ACI-12589, a-sync PET tracer that supports the differential diagnosis of multiple system atrophy from other neurodegenerative disease. Further, the company is researching and developing Morphomer Tau aggregation inhibitors to evaluate candidates in AD and NeuroOrphan Tauopathies. Additionally, it has discovery and preclinical stage molecules targeting range of neurodegenerative diseases, which include diagnostics targeting TDP-43, alpha-synuclein, and NLRP3. The company has license agreements and collaborations with Genentech, Inc.; Janssen Pharmaceuticals, Inc.; Life Molecular Imaging SA; and Eli Lilly and Company. AC Immune SA was incorporated in 2003 and is headquartered in Lausanne, Switzerland.",Biotechnology,98898896.0,0.30229,2.37,5.14,1.78,123119672.0,1.013,0.0,0.0,0.0,0.0,0.0,0.0,111.0,15.43,0.0,3.935,14.8,8.325,61.1,45.44,-61.92,-73.0,-70.75,-54.23,-66.6,-23.83,45.81,-59.29,-76.6,-68.49,-51.41,-72.5,-50.5,44.54,-61.26,-79.01,-70.85,-53.62,-67.84,-5.359,CHF,Million
ASTL,Algoma Steel Group Inc.,821600704.0,Basic Materials,"Algoma Steel Group Inc. produces and sells steel products primarily in North America. The company provides flat/sheet steel products, including temper rolling, cold rolled, hot-rolled pickled and oiled products, floor plate, and cut-to-length products for the automotive industry, hollow structural product manufacturers, and the light manufacturing and transportation industries; and plate steel products that consist of rolled, hot-rolled, and heat-treated for use in the construction or manufacture of railcars, buildings, bridges, off-highway equipment, storage tanks, ships, and military applications. Algoma Steel Group Inc. was founded in 1901 and is headquartered in Sault Ste. Marie, Canada.",Steel,104038000.0,0.69997,7.71,10.25,6.345,863436800.0,1.524,0.0,0.0,0.0,0.0,0.0,0.0,43165.0,44611.0,63495.0,55554.0,54041.0,53021.0,52722.0,8010.0,9769.0,21094.0,12420.0,10058.0,12209.0,11907.0,21197.0,23902.0,37720.0,26272.0,23892.0,24936.0,24897.0,16813.0,19623.0,33023.0,20508.0,15498.0,18382.0,17579.0,USD,Million
HUDAR,Hudson Acquisition I Corp.,0.0,0,"Hudson Acquisition I Corp. does not have significant operations. It focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company was incorporated in 2021 and is based in New York, New York.",0,0.0,0.0,0.2195,2.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6791215.0,6644359.0,5766718.0,8749752.0,11811300.0,11471700.0,11439074.0,203004.0,218185.0,179262.0,210774.0,280900.0,224600.0,309596.0,659808.0,674315.0,626873.0,751491.0,995300.0,1054900.0,1075301.0,411596.0,424266.0,366329.0,387653.0,506500.0,534200.0,549740.0,JPY,Million
NEXI,"NexImmune, Inc.",4716405.0,Healthcare,"NexImmune, Inc., a clinical-stage biotechnology company, engages in developing therapies with curative potential for patients with cancer and other life-threatening immune-mediated diseases. It develops approaches to T cell immunotherapies based on its proprietary Artificial Immune Modulation, a nanoparticle technology platform. The company's product candidates include NEXI-001, an allogeneic cell therapy, which is in Phase I/II clinical trials for the treatment of patients with acute myeloid leukemia; NEXI-002, an autologous cell therapy that is in Phase I/II clinical trials for the treatment of patients with relapsed and/or refractory in multiple myeloma; and NEXI-003, a candidate targeted against HPV-associated malignancies, which is in preclinical stage. The company was incorporated in 2011 and is headquartered in Gaithersburg, Maryland.",Biotechnology,1371050.0,0.08835,3.26,28.695,1.25,1335983.0,1.876,3.49,-43.3,-37.07,-19.9,-66.35,46.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.55,-29.87,-50.9,-62.51,-32.34,0.0,0.0,-20.45,-27.23,-52.39,-62.09,-28.16,0.0,0.0,-20.89,-27.85,-53.26,-63.08,-29.18,0.0,0.0,USD,Million
NRDS,"NerdWallet, Inc.",1075600000.0,Communication Services,"NerdWallet, Inc. operates a digital platform that provides consumer-driven advice about personal finance by connecting individuals and small and mid-sized businesses with financial products providers in the United States, the United Kingdom, Australia, and Canada. Its platform offers guidance to consumers through educational content, tools and calculators, and product marketplaces, as well as through NerdWallet app for various financial products, including credit cards, mortgages, insurance, SMB products, personal loans, banking, investing, and student loans. The company was founded in 2009 and is based in San Francisco, California.",Internet Content & Information,46031100.0,0.65279,13.76,17.3,6.38,966720384.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.6,538.9,599.4,621.7,696.9,0.0,5.3,-42.5,-10.2,-11.8,23.55,42.17,0.0,0.0,27.1,67.1,97.6,113.0,145.9,0.0,0.0,-39.0,-19.0,3.6,24.91,48.55,0.0,USD,Million
CDNA,"CareDx, Inc",426137600.0,Healthcare,"CareDx, Inc. engages in the discovery, development, and commercialization of diagnostic solutions for transplant patients and caregivers in the United States and internationally. It also provides AlloSure Kidney, a donor-derived cell-free DNA (dd-cfDNA) solution for kidney transplant patients; AlloMap Heart, a gene expression solution for heart transplant patients; AlloSure Heart, a dd-cfDNA solution for heart transplant patients; and AlloSure Lung, a dd-cfDNA solution for lung transplant patients. The company offers Olerup SSP, which is used to type human leukocyte antigen (HLA) alleles based on sequence specific primer technology; QTYPE that enables precision in HLA typing; and Ottr, a transplant patient management software. In addition, it provides AlloSeq Tx, a high-resolution HLA typing solution; AlloSeq cfDNA, a surveillance solution to measure dd-cfDNA in blood; AlloSeq HCT, a solution for chimerism testing for stem cell transplant recipients; Allocell, a surveillance solution that monitors the level of engraftment and persistence of allogeneic cells for patients who have received cell therapy transplants; and XynQAPI cloud-based transplant quality management software, as well as AlloCare, a mobile app that offers a patient-centric resource for transplant recipients. The company offers its products directly to customers, as well as through third-party distributors and sub-distributors. It has a license agreement with Illumina, Inc. for the distribution, development, and commercialization of NGS products and technologies; and Cibiltech SAS to commercialize iBox, a software for the predictive analysis of post-transplantation kidney allograft loss. The company was formerly known as XDx, Inc. and changed its name to CareDx, Inc. in March 2014. The company was incorporated in 1998 and is headquartered in South San Francisco, California.",Diagnostics & Research,51778500.0,0.97484,7.98,12.93,4.8,211995616.0,1.446,-3.62,-17.9,-19.56,53.17,-5.45,-33.5,127.1,192.2,296.4,321.8,280.3,267.0,286.6,-21.97,-18.71,-30.66,-76.61,-190.3,-80.4,-64.05,4.164,7.962,17.83,-17.54,-37.98,-27.18,-5.823,-24.53,-22.53,-29.73,-77.23,-203.4,-92.68,-74.97,USD,Million
FTAIN,FTAI Aviation Ltd.,0.0,Industrials,"FTAI Aviation Ltd. owns and acquires aviation and offshore energy equipment for the transportation of goods and people worldwide. It operates through two segments, Aviation Leasing and Aerospace Products. The Aviation Leasing segment owns and manages aviation assets, including aircraft and aircraft engines, which it leases and sells to customers. As of December 31, 2023, this segment owned and managed 363 aviation assets consisting of 96 commercial aircraft and 267 engines, including eight aircraft and seventeen engines that were located in Russia. The Aerospace Products segment develops, manufactures, repairs, and sells aircraft engines and aftermarket components for aircraft engines. The company was founded in 2011 and is headquartered in New York, New York.",Rental & Leasing Services,0.0,0.21076,24.8201,26.09,21.75,4915393536.0,1.971,0.0,0.0,0.0,0.0,0.0,0.0,7341.0,5489.0,7246.0,6929.0,4801.0,6074.0,7466.0,712.7,302.8,605.4,716.2,693.4,894.2,1130.0,908.0,417.9,678.6,746.8,523.6,680.3,900.6,765.5,261.0,527.0,572.3,349.2,516.0,697.2,in,Million
RIVN,"Rivian Automotive, Inc.",8836146176.0,Consumer Cyclical,"Rivian Automotive, Inc., together with its subsidiaries, designs, develops, manufactures, and sells electric vehicles and accessories. The company offers consumer vehicles, including a two-row, five-passenger pickup truck under the R1T brand, a three-row, seven-passenger sport utility vehicle under the R1S name. It provides consumer services, such as digital financing and leasing, telematics-based insurance, vehicle maintenance and repair services, software services, and charging solutions. In addition, the company designs, develops, manufactures, and operates the Rivian Adventure Network Direct Current fast chargers, and offers access to Combined Charging Standard, as well as FleetOS, a proprietary, end-to-end centralized fleet management subscription platform. Further, it offers Rivian Commercial Van platform for Electric Delivery Van with collaboration with Amazon.com, Inc. The company sells its products directly to customers in the consumer and commercial markets. Rivian Automotive, Inc. was founded in 2009 and is based in Irvine, California.",Auto Manufacturers,969625024.0,0.51569,8.84,28.06,8.26,4191654656.0,1.886,0.0,0.0,0.0,0.0,0.0,0.0,10150.0,11604.0,13328.0,14410.0,15812.0,16950.0,17944.0,1391.0,1752.0,2165.0,2173.0,2347.0,2467.0,2623.0,2192.0,2734.0,3245.0,3312.0,3595.0,3869.0,4110.0,1921.0,2419.0,2917.0,2954.0,3186.0,3400.0,3618.0,USD,Million
HUMAW,"Humacyte, Inc.",0.0,Healthcare,"Humacyte, Inc. engages in the development and manufacture of off-the-shelf, implantable, and bioengineered human tissues for the treatment of diseases and conditions across a range of anatomic locations in multiple therapeutic areas. The company using its proprietary and scientific technology platform to engineer and manufacture human acellular vessels (HAVs) to be implanted into patient without inducing a foreign body response or leading to immune rejection. It is developing a portfolio of HAVs, which would target the vascular repair, reconstruction, and replacement market, including vascular trauma; arteriovenous access for hemodialysis; peripheral arterial disease; pediatric heart surgery; and coronary artery bypass grafting, as well as for the delivery of cellular therapy, including pancreatic islet cell transplantation to treat Type 1 diabetes. The company was founded in 2004 and is headquartered in Durham, North Carolina.",Biotechnology,0.0,0.0,0.6499,0.6499,0.64,0.0,1.452,0.0,0.0,0.0,0.0,0.0,0.0,1.263,1.565,0.0,2.85,30.14,0.0,0.0,-26.48,-11.96,-110.8,-102.9,-88.88,0.0,0.0,-75.03,-82.55,-85.5,-81.6,-59.3,0.0,0.0,-81.21,-84.58,-100.0,-104.6,-88.1,0.0,0.0,USD,Million
